29	0.024945
23	-0.950621
23	-2.908715
19	0.335732
27	0.950748
22	-1.125657
18	-4.329623
36	-2.060886
26	-1.175179
28	3.841885
26	-6.264373
22	-1.016037
22	1.291154
23	4.894579
25	-1.622711
23	0.231035
32	-3.822581
26	-1.172532
22	-1.195861
21	-0.294530
25	-3.245315
33	-3.485858
25	-0.839720
30	0.057658
18	-0.638530
30	0.646873
38	-0.817545
21	-1.233023
27	1.040188
23	0.087553
44	6.350675
36	-0.093150
22	7.469804
30	-7.879589
21	7.511901
28	-6.567485
27	0.700828
33	-1.145617
36	-1.595268
23	-0.940257
24	-0.714182
25	-3.662911
25	2.838053
24	0.600475
22	-5.398104
26	-1.019331
18	-1.333552
24	1.440479
35	-2.728681
19	0.186206
26	-2.049905
18	4.973096
22	1.689018
41	-9.231758
39	-7.107022
22	-1.364422
23	-2.361395
21	-0.334737
32	-1.147710
27	1.760238
24	-1.640189
20	-1.802976
21	-3.288842
22	-4.142554
27	-1.989840
52	-0.436987
35	-1.231554
30	-1.273050
19	-0.967380
23	-1.665992
22	-0.994577
25	-1.742077
31	-0.777684
27	6.965565
22	-0.616077
43	-0.984770
28	0.134359
21	0.554291
34	-0.240396
26	-3.309094
22	-2.343889
22	0.052486
21	4.201122
23	-2.503921
21	1.134265
29	0.128483
24	-1.991420
30	-3.588771
29	-0.512988
23	-2.584255
34	-1.658430
22	1.934143
22	-2.329828
18	-1.089572
23	3.231173
22	5.172679
19	-7.502531
22	1.612415
22	1.815875
20	-0.819151
22	-6.409137
29	-0.299038
23	-1.114192
23	-2.489772
19	1.349299
27	-0.013940
22	-5.795410
18	-5.650291
36	-1.357277
26	-0.730799
28	2.453646
26	-8.086042
22	-0.503878
22	3.196935
23	3.001615
25	0.065747
23	0.058584
32	-2.332540
26	-1.641639
22	0.501889
21	-0.497827
25	-4.155680
33	-2.144299
25	-0.023744
30	-0.254703
18	-0.730345
30	-0.759803
38	-0.126192
21	-0.605526
27	-0.793310
23	0.128603
44	5.467778
36	-1.132694
22	6.553187
30	-9.071352
21	6.253905
28	-6.805486
27	-2.325227
33	-0.770668
36	-1.559461
23	-0.148314
24	-2.907264
25	-4.077294
25	6.619205
24	-0.579818
22	-4.074884
26	0.154664
18	-0.325052
24	2.530404
35	-1.895587
19	-0.296787
26	0.115871
18	3.700692
22	1.649294
41	-9.634998
39	-6.943003
22	-2.192780
23	-3.718171
21	0.021184
32	-1.874792
27	2.696953
24	-0.529620
20	-0.707776
21	-1.958822
22	-2.044838
27	-1.070524
52	-3.697605
35	-1.136733
30	-0.396339
19	-2.648774
23	-5.499249
22	-0.623136
25	0.151487
31	-2.040581
27	6.322772
22	4.599774
43	-0.278800
28	2.054615
