21	-0.276351
34	-0.701027
26	-2.161641
22	-0.136526
22	-0.720468
21	1.756002
23	-1.697325
21	3.063715
29	0.088696
24	-2.797820
30	-3.776929
29	0.054255
23	-3.546541
34	-0.257808
22	1.297819
22	-2.090209
18	-0.946567
23	3.481396
22	2.086747
19	-5.358870
22	6.227194
22	0.874044
20	-1.509786
22	-3.249440
29	0.869389
23	-0.488758
23	-2.493817
19	-0.338406
27	-1.345238
22	0.922177
18	-5.140743
36	-1.502380
26	-0.227043
28	3.030414
26	-4.536913
22	-1.393185
22	3.078991
23	3.076368
25	-0.767248
23	0.998396
32	-5.329494
26	-0.408621
22	-0.731484
21	-0.469564
25	-4.022107
33	-2.673348
25	-0.219539
30	-0.072290
18	-3.104978
30	-0.739569
38	-0.327383
21	-1.465588
27	0.444523
23	-1.043771
44	6.448363
36	-4.428733
22	6.821541
30	-7.700234
21	8.927557
28	-5.299282
27	0.534436
33	-0.384539
36	-1.749221
23	2.238488
24	-1.737762
25	-2.982714
25	5.652147
24	1.128468
22	-3.457817
26	-0.781509
18	3.597617
24	0.197721
35	-2.986958
19	0.158125
26	0.849552
18	2.590398
22	2.989833
41	-9.246879
39	-6.522242
22	-1.299189
23	-2.049991
21	0.013915
32	1.759351
27	2.594391
24	-0.540372
20	-2.724761
21	-1.118829
22	-2.848476
27	-0.647263
52	-3.025841
35	-2.491439
30	-1.071212
19	-0.671264
23	-0.221556
22	-0.864705
25	-1.567612
31	3.486109
27	5.747742
22	4.618008
43	-1.279778
28	2.372490
21	-1.945977
34	-0.427312
26	-1.914595
22	0.118998
22	0.858641
21	1.807042
23	-1.882945
21	0.736296
29	0.293410
24	-3.217447
30	-2.817926
29	-0.458364
23	-0.216676
34	-0.445645
22	1.131537
22	-2.752014
18	-1.544131
23	4.036041
22	2.502996
19	-7.022215
22	6.712362
22	0.958534
20	-0.164179
22	-5.499245
29	-0.979856
23	-0.248650
23	0.779784
19	1.259119
27	-2.972866
22	-3.879433
18	-5.032145
36	1.472149
26	-0.864827
28	2.900085
26	-8.025561
22	0.094495
22	-0.087607
23	4.320421
25	-1.882164
23	-1.565319
32	-4.406712
26	-2.614436
22	-3.576785
21	-3.185359
25	-4.902755
33	-0.739375
25	-1.310136
30	-0.606372
18	-2.259010
30	-0.374740
38	-0.728968
21	-0.394938
27	-1.258144
23	-2.810777
44	-5.630657
36	-5.414004
22	-0.882068
30	-8.434454
21	3.539197
28	-2.906240
27	0.253763
33	0.857228
36	-4.558705
23	1.247334
24	-3.107070
25	-10.794680
25	2.659295
24	1.287466
22	-4.386850
26	-0.290776
18	-1.678145
24	-1.871341
35	-2.471612
19	-2.867506
26	2.705591
18	1.425960
22	0.201570
41	-10.378040
39	-9.233065
22	0.829098
23	-3.986787
21	-1.338153
32	-4.960316
27	-0.957316
24	-4.568591
20	-4.377639
21	-5.816776
22	-1.269122
27	-3.040148
52	-2.154481
35	-5.715938
30	-0.207983
19	-6.145721
23	-4.228101
22	-0.034486
25	1.826833
31	-1.401909
27	5.079695
22	-2.698117
43	-3.066430
28	2.001595
21	-0.790483
34	-1.840431
26	-6.425050
22	-2.093545
22	-1.428554
21	-0.782316
23	-1.838817
21	0.504537
29	-0.590179
24	-5.622983
30	-4.722152
29	-1.296569
23	0.449585
34	-2.953488
22	-0.190561
22	-4.311927
18	-2.269723
23	2.101525
22	-0.943146
19	-8.323043
22	-0.098949
22	-0.635038
20	-2.193351
22	-6.516603
29	2.380647
23	-0.389258
23	0.252487
19	1.791019
27	-2.689933
22	-4.906220
18	-4.478007
36	-0.152308
26	-1.362609
28	2.418036
26	-4.811209
22	-0.987166
22	0.388843
23	4.946799
25	-2.471807
23	-1.122887
32	-1.863279
26	-2.967288
22	-2.533542
21	-2.305610
25	-5.485134
33	-1.918841
25	-2.605507
30	0.158466
18	-0.989712
30	0.419692
38	-2.067683
21	-0.016493
27	-1.482515
23	-3.751575
44	-1.997469
36	-6.042285
22	-0.717833
30	-9.427377
21	4.082822
28	-2.974109
27	-0.619167
33	-1.139059
36	-4.954362
23	-0.724072
24	-3.335971
25	-7.927297
25	1.407697
24	-0.547093
22	-4.399196
26	-1.930755
18	-1.813840
24	0.102429
35	-3.615112
19	-3.051428
26	0.400242
18	-0.058912
22	-1.302526
41	-7.650743
39	-7.567586
22	-0.116261
23	-4.001087
21	-0.070171
32	-5.180988
27	-1.896665
24	-3.995669
20	-4.291192
21	-4.197091
22	-2.716427
27	-2.124949
52	-3.809969
35	-6.091178
30	-0.037058
19	-5.813726
23	-5.403738
22	-1.774580
25	0.139160
31	-0.542346
27	5.659335
22	-4.395356
43	-1.375480
28	2.548646
21	0.295361
34	-1.831830
26	-3.672949
22	-2.625479
22	-1.789825
21	-2.385824
23	0.059023
21	0.391046
29	-0.656068
24	-4.665527
30	-1.409315
29	0.725898
23	-0.326824
34	-4.510049
22	-0.304887
22	-1.190793
18	-2.994131
23	1.267698
22	1.497665
19	-6.096721
22	-0.638904
22	-0.344450
20	-7.488822
22	-5.928132
29	1.699149
23	-1.100521
23	-0.184666
19	1.181025
27	-2.209620
22	-5.442949
18	-4.814755
36	-0.175584
26	-1.589017
28	2.642041
26	-6.626856
22	-0.900491
22	2.121931
23	4.500124
25	-1.683871
23	-0.765541
32	-2.274868
26	-2.627794
22	-2.257765
21	-3.184688
25	-4.743408
33	-1.753097
25	-1.458955
30	-1.246344
18	1.609235
30	-0.128148
38	-1.324993
21	-0.214220
27	-0.358357
23	-2.453494
44	-8.594463
36	-6.072693
22	-1.099887
30	-8.401002
21	5.618413
28	-4.169971
27	-1.806045
33	1.052557
36	-0.966973
23	-0.542672
24	-2.081417
25	-8.509775
25	3.943000
24	0.245179
22	-1.668978
26	-2.352943
18	-0.238585
24	2.101768
35	-2.736312
19	-3.048548
26	0.404495
18	0.863210
22	-0.420702
41	-9.472195
39	-7.728305
22	-0.366304
23	-1.875832
21	-0.677617
32	-5.093643
27	-2.172304
24	-1.070754
20	-2.508185
21	-3.834378
22	-1.888595
27	-2.508963
52	-5.941604
35	-5.533173
30	-0.536990
19	-4.599236
23	-3.004248
22	-1.078585
25	1.326057
31	-2.058869
27	5.066626
22	-1.849504
43	-1.751662
28	-0.776475
21	-0.269174
34	-1.871857
26	-2.712519
22	-1.144575
22	-1.766019
21	-0.640447
23	-1.519134
21	1.409209
29	0.572082
24	-4.248905
30	-4.470939
29	-0.521241
23	0.702557
34	-2.303082
22	0.464334
22	-0.765978
18	-1.343367
23	1.196085
22	1.828277
19	-6.413361
22	-2.506675
22	-0.673420
20	-4.191056
22	-5.699838
